loan_id,default_date,default_reason,unpaid_amount
14388,2023-01-14,Bankruptcy,21191.78
14391,2023-10-11,Bankruptcy,56795.85
14393,2023-10-07,Bankruptcy,62101.02
14396,2023-08-07,Job Loss,26083.45
14398,2023-08-11,Job Loss,48458.52
14400,2023-09-25,Job Loss,35730.77
14401,2023-03-21,Job Loss,41644.81
14402,2023-07-25,Bankruptcy,4316.12
14405,2023-04-25,Bankruptcy,9022.37
14406,2023-10-06,Fraud,51358.77
14408,2023-05-08,Fraud,10367.12
14409,2023-09-15,Job Loss,13027.35
14410,2023-04-10,Fraud,17585.25
14412,2023-08-14,Job Loss,29603.55
14413,2023-10-26,Bankruptcy,64473.07
14424,2023-07-01,Missed Payments,11019.56
14428,2023-12-31,Bankruptcy,5665.11
14432,2023-10-20,Bankruptcy,12907.26
14433,2023-04-08,Missed Payments,22692.65
14439,2023-11-11,Job Loss,35196.95
14441,2023-09-23,Missed Payments,65942.73
14442,2023-01-25,Bankruptcy,56301.66
14444,2023-09-18,Fraud,36486.64
14446,2023-04-07,Missed Payments,18623.2
14447,2023-01-28,Missed Payments,22150.0
14450,2023-12-05,Missed Payments,63206.48
14457,2023-02-13,Job Loss,51462.51
14460,2023-10-02,Job Loss,17356.63
14462,2023-05-17,Missed Payments,39488.94
14468,2023-02-22,Job Loss,26755.2
14470,2023-08-01,Fraud,29461.03
14471,2023-05-22,Missed Payments,50162.74
14473,2023-04-30,Bankruptcy,38541.8
14474,2023-05-05,Missed Payments,36542.59
14477,2023-12-12,Job Loss,34030.3
14480,2023-04-18,Bankruptcy,36881.79
14481,2023-08-25,Missed Payments,48565.64
14482,2023-11-02,Fraud,13726.39
14485,2023-11-10,Missed Payments,16419.31
14487,2023-12-01,Job Loss,1677.05
14489,2023-12-31,Missed Payments,42012.37
14490,2023-09-16,Missed Payments,28614.18
14491,2023-02-02,Missed Payments,17563.27
14505,2023-09-27,Bankruptcy,29613.97
14507,2023-05-20,Job Loss,68303.45
14509,2023-05-01,Fraud,10283.2
14513,2023-08-04,Job Loss,35241.62
14514,2024-01-01,Bankruptcy,57621.34
14516,2023-12-22,Bankruptcy,49473.27
14517,2023-03-30,Fraud,14290.83
14518,2023-09-05,Bankruptcy,26771.21
14520,2023-09-27,Bankruptcy,27130.76
14521,2023-04-04,Missed Payments,17634.77
14524,2023-10-31,Missed Payments,60671.82
14530,2023-08-18,Missed Payments,48713.27
14531,2023-01-01,Job Loss,6450.01
14532,2023-03-04,Job Loss,27083.34
14533,2023-11-02,Bankruptcy,42154.71
14534,2024-01-01,Fraud,3045.42
14542,2023-04-12,Job Loss,20513.86
14544,2023-09-27,Fraud,3045.7
14552,2023-11-29,Fraud,34212.62
14553,2023-05-26,Missed Payments,39741.18
14554,2023-11-13,Bankruptcy,42956.32
14555,2023-09-14,Job Loss,38332.88
14556,2023-06-30,Fraud,11254.22
14569,2023-02-01,Fraud,8032.45
14570,2023-12-14,Missed Payments,56515.43
14575,2023-10-11,Fraud,24778.72
14576,2023-05-03,Missed Payments,18366.1
14578,2023-08-27,Fraud,30792.01
14585,2023-05-22,Fraud,64772.58
14589,2023-03-25,Fraud,14826.85
14592,2023-05-07,Job Loss,7819.69
14593,2023-02-22,Fraud,24512.97
14594,2023-12-08,Job Loss,5705.09
14596,2023-11-04,Bankruptcy,49326.81
14598,2023-02-04,Bankruptcy,53416.78
14599,2023-01-31,Job Loss,46661.87
14605,2023-05-31,Bankruptcy,68877.02
14606,2023-03-24,Missed Payments,67098.15
14611,2023-04-28,Fraud,50435.18
14614,2023-08-24,Job Loss,56501.95
14617,2023-11-30,Bankruptcy,46593.4
14621,2023-03-01,Bankruptcy,53184.09
14622,2023-10-27,Fraud,44504.69
14623,2023-09-25,Fraud,12625.36
14624,2023-10-22,Missed Payments,40562.35
14626,2023-11-23,Fraud,45104.94
14629,2023-01-22,Fraud,53366.51
14630,2023-03-30,Job Loss,6932.28
14631,2023-11-08,Fraud,39467.62
14632,2023-09-21,Job Loss,62859.12
14633,2023-01-31,Fraud,60710.45
14634,2023-12-25,Bankruptcy,45030.07
14635,2023-01-15,Job Loss,44866.68
14638,2023-04-21,Bankruptcy,17191.96
14639,2023-11-13,Missed Payments,45487.24
14640,2023-02-11,Missed Payments,61276.06
14643,2023-02-11,Bankruptcy,58419.03
14647,2023-11-03,Bankruptcy,1229.33
14650,2023-09-18,Missed Payments,41584.06
14651,2023-05-14,Missed Payments,13322.53
14653,2023-04-14,Bankruptcy,44658.89
14654,2023-09-13,Missed Payments,41072.9
14656,2023-03-03,Fraud,43179.81
14660,2023-09-07,Job Loss,34813.36
14662,2023-12-14,Bankruptcy,42152.76
14664,2023-12-16,Fraud,19803.19
14665,2023-05-10,Missed Payments,4676.23
14669,2023-08-20,Job Loss,64145.17
14670,2023-07-14,Job Loss,12865.26
14673,2023-07-05,Job Loss,66235.8
14676,2023-11-17,Job Loss,44495.93
14677,2023-10-12,Bankruptcy,36015.16
14678,2023-07-14,Job Loss,48693.32
14679,2023-05-15,Job Loss,29698.8
14681,2023-11-29,Job Loss,29219.7
14683,2023-11-04,Missed Payments,24622.81
14686,2023-05-21,Missed Payments,44396.94
14688,2023-06-30,Fraud,58062.62
14689,2023-10-02,Fraud,2770.81
14691,2023-10-03,Bankruptcy,36225.82
14693,2023-11-05,Job Loss,37552.56
14694,2023-05-25,Fraud,38541.46
14698,2023-02-09,Missed Payments,55613.42
14700,2023-10-12,Job Loss,4185.25
14701,2023-03-08,Fraud,46519.43
14702,2023-09-28,Fraud,61992.58
14703,2023-09-30,Fraud,2255.83
14705,2023-06-28,Job Loss,29853.48
14706,2023-05-22,Missed Payments,26561.44
14709,2023-01-21,Missed Payments,43866.52
14710,2023-01-28,Job Loss,57279.28
14711,2023-12-06,Missed Payments,47037.77
14714,2023-06-19,Missed Payments,41348.21
14716,2023-10-01,Job Loss,58118.45
14717,2023-12-29,Missed Payments,38390.51
14719,2023-08-25,Missed Payments,39544.16
14725,2023-11-07,Missed Payments,21146.63
14726,2023-05-16,Fraud,49792.81
14730,2023-04-05,Job Loss,68074.25
14733,2023-12-11,Missed Payments,1456.74
14734,2023-09-04,Fraud,21799.61
14739,2023-03-15,Job Loss,56028.21
14742,2023-08-14,Bankruptcy,13941.01
14746,2023-12-03,Bankruptcy,18308.48
14749,2023-07-27,Fraud,66797.65
14750,2023-02-28,Bankruptcy,49894.23
14752,2023-10-02,Job Loss,6446.27
14756,2023-12-22,Bankruptcy,31609.89
14758,2023-11-10,Fraud,69533.72
14761,2023-03-04,Missed Payments,11560.24
14762,2023-01-26,Fraud,40767.79
14764,2023-03-28,Missed Payments,46180.06
14765,2023-07-05,Missed Payments,5239.29
14766,2023-07-27,Bankruptcy,1327.67
14772,2023-06-21,Job Loss,5872.53
14777,2023-04-17,Job Loss,8836.13
14778,2023-03-14,Job Loss,53283.09
14779,2023-01-18,Missed Payments,46267.44
14780,2023-12-26,Job Loss,27305.7
14781,2023-07-25,Bankruptcy,13971.89
14782,2023-07-24,Bankruptcy,7998.4
14783,2023-04-18,Bankruptcy,68903.95
14784,2023-06-12,Fraud,24118.48
14786,2023-05-25,Fraud,60039.82
14793,2023-04-09,Fraud,53484.72
14796,2023-02-28,Job Loss,2178.43
14798,2023-03-14,Fraud,59171.01
14800,2023-01-08,Missed Payments,68516.86
14803,2023-04-27,Fraud,9873.41
14805,2023-02-24,Bankruptcy,4864.84
14809,2023-03-25,Bankruptcy,53413.83
14810,2023-08-07,Fraud,3780.52
14813,2023-04-10,Missed Payments,53245.92
14815,2023-01-16,Fraud,66342.58
14817,2023-07-13,Bankruptcy,48127.25
14827,2023-03-22,Job Loss,62335.69
14828,2023-07-06,Bankruptcy,32961.09
14829,2023-05-11,Bankruptcy,49657.47
14832,2023-11-16,Fraud,24660.53
14833,2023-01-25,Fraud,20646.27
14836,2023-12-22,Missed Payments,25305.69
14838,2023-07-05,Job Loss,28460.96
14839,2023-07-11,Job Loss,20869.14
14841,2023-09-14,Job Loss,61212.01
14845,2023-07-04,Job Loss,24836.79
14846,2023-10-30,Job Loss,8001.27
14854,2023-05-01,Job Loss,41022.96
14858,2023-10-28,Fraud,48404.65
14863,2023-12-17,Job Loss,36248.58
14866,2023-03-07,Fraud,28663.55
14868,2023-08-22,Bankruptcy,2373.34
14873,2023-09-21,Bankruptcy,34263.73
14875,2023-01-11,Job Loss,42088.55
14884,2023-07-10,Fraud,50298.76
14886,2023-12-12,Missed Payments,5779.57
14887,2023-11-27,Bankruptcy,9985.36
14888,2023-09-03,Fraud,15503.61
14889,2023-12-22,Fraud,31861.62
14890,2023-03-11,Job Loss,5915.16
14892,2023-12-01,Fraud,14957.29
14897,2023-07-22,Bankruptcy,69016.93
14899,2023-09-02,Job Loss,8056.54
14906,2023-03-18,Fraud,66097.6
14908,2023-12-01,Bankruptcy,16526.83
14911,2023-07-31,Fraud,29953.99
14912,2023-08-24,Fraud,63017.87
14913,2023-05-21,Bankruptcy,53909.9
14915,2023-04-08,Fraud,33480.9
14916,2023-10-04,Job Loss,59189.42
14920,2023-03-05,Job Loss,46542.5
14921,2023-04-20,Fraud,12844.31
14925,2023-11-06,Job Loss,47078.38
14928,2023-01-14,Missed Payments,44764.86
14930,2023-07-26,Missed Payments,42064.84
14936,2023-11-17,Missed Payments,69092.4
14937,2023-02-11,Fraud,46625.65
14938,2023-05-04,Fraud,16864.09
14940,2023-10-30,Job Loss,69891.26
14941,2023-06-14,Job Loss,54560.81
14942,2023-11-05,Bankruptcy,67977.74
14944,2023-07-04,Job Loss,5720.25
14945,2023-08-06,Bankruptcy,56008.01
14948,2023-06-13,Fraud,38482.48
14949,2023-07-13,Missed Payments,34268.21
14950,2023-01-20,Job Loss,16412.44
14954,2023-08-06,Fraud,26317.83
14956,2023-01-01,Bankruptcy,29668.66
14957,2023-04-10,Missed Payments,55392.03
14965,2023-07-28,Missed Payments,40483.58
14966,2023-02-28,Fraud,60378.24
14969,2023-10-17,Fraud,23615.07
14970,2023-09-26,Job Loss,47983.81
14972,2023-05-18,Fraud,33490.65
14973,2023-05-10,Missed Payments,68941.1
14975,2023-10-14,Fraud,19402.19
14979,2023-08-30,Fraud,3245.54
14980,2023-04-11,Missed Payments,2191.75
14981,2023-06-24,Job Loss,35068.71
14982,2023-03-12,Bankruptcy,6444.11
14986,2023-11-21,Missed Payments,28348.3
14990,2023-03-01,Job Loss,32138.51
14991,2023-12-11,Missed Payments,35099.1
14993,2023-05-24,Missed Payments,58982.19
14994,2023-01-03,Bankruptcy,61457.45
14996,2023-01-26,Fraud,37269.58
14997,2023-12-06,Bankruptcy,6422.14
15010,2023-11-14,Job Loss,60594.75
15012,2023-11-07,Job Loss,5222.1
15016,2023-08-11,Fraud,34066.34
15019,2023-12-28,Missed Payments,2773.97
15020,2023-11-15,Job Loss,63035.22
15021,2023-10-29,Job Loss,62768.46
15022,2023-11-11,Missed Payments,32333.52
15025,2023-05-14,Missed Payments,62622.31
15029,2023-10-19,Bankruptcy,22252.13
15032,2023-07-04,Fraud,66246.0
15033,2023-07-14,Bankruptcy,36839.88
15034,2023-02-19,Missed Payments,16128.42
15037,2023-09-30,Fraud,50204.63
15043,2023-08-02,Job Loss,49526.02
15044,2023-04-26,Bankruptcy,12117.76
15046,2023-10-05,Missed Payments,37896.84
15049,2023-01-26,Fraud,68781.09
15050,2023-11-12,Missed Payments,65232.21
15052,2023-12-10,Job Loss,34396.19
15054,2023-08-06,Bankruptcy,65787.89
15055,2023-08-28,Bankruptcy,24109.91
15056,2023-03-20,Job Loss,34551.73
15058,2023-04-04,Bankruptcy,64746.67
15059,2023-08-10,Bankruptcy,12842.15
15062,2023-05-06,Job Loss,56672.37
15063,2023-09-02,Fraud,54235.9
15064,2023-08-21,Fraud,41754.45
15065,2023-09-06,Bankruptcy,47747.08
15066,2023-09-28,Job Loss,28366.43
15067,2023-01-17,Fraud,3786.53
15068,2023-12-03,Missed Payments,38010.51
15070,2023-07-03,Fraud,29322.34
15071,2023-04-26,Job Loss,22163.13
15072,2023-02-17,Job Loss,69966.63
15077,2023-12-24,Job Loss,23490.49
15079,2023-05-26,Missed Payments,21760.64
15083,2023-12-13,Missed Payments,8850.27
15085,2023-03-18,Bankruptcy,17077.98
15099,2023-07-22,Missed Payments,12281.52
15102,2023-02-14,Fraud,11800.04
15103,2023-04-09,Fraud,7928.98
15105,2023-02-19,Job Loss,31978.58
15106,2023-07-12,Bankruptcy,11334.56
15109,2023-03-06,Missed Payments,15859.33
15110,2023-03-15,Job Loss,50209.85
15112,2023-04-16,Fraud,12282.49
15114,2023-11-12,Bankruptcy,2269.96
15117,2023-02-11,Missed Payments,68417.41
15118,2023-06-12,Job Loss,47505.18
15122,2023-11-17,Fraud,14654.69
15123,2023-02-23,Fraud,20179.01
15124,2023-12-22,Bankruptcy,54865.76
15125,2023-12-17,Bankruptcy,61026.97
15128,2023-08-22,Missed Payments,29557.61
15135,2023-03-03,Bankruptcy,45260.41
15136,2023-08-04,Missed Payments,16867.18
15137,2023-02-03,Job Loss,21395.14
15139,2023-07-21,Bankruptcy,33032.47
15141,2023-10-06,Bankruptcy,9875.41
15145,2023-01-01,Missed Payments,16516.1
15146,2023-01-06,Job Loss,9189.82
15148,2023-07-09,Bankruptcy,48691.15
15155,2023-10-03,Fraud,17110.61
15157,2023-09-12,Fraud,41583.02
15159,2023-08-16,Job Loss,61484.59
15160,2023-05-23,Job Loss,42233.75
15161,2023-09-13,Fraud,10859.73
15164,2023-01-16,Bankruptcy,25543.33
15165,2023-02-28,Bankruptcy,57744.33
15169,2023-06-24,Missed Payments,55060.97
15171,2023-01-22,Job Loss,64346.05
15173,2023-10-15,Bankruptcy,19344.2
15174,2023-08-28,Fraud,63711.92
15176,2023-12-31,Job Loss,54591.43
15179,2023-08-06,Bankruptcy,34956.8
15181,2023-02-04,Fraud,52367.83
15182,2023-02-10,Job Loss,31033.26
15187,2023-12-09,Job Loss,30346.65
15188,2023-07-12,Job Loss,49083.23
15190,2023-07-04,Job Loss,25562.85
15191,2023-04-13,Fraud,50005.23
15194,2023-04-29,Fraud,10380.21
15195,2023-12-06,Missed Payments,31674.81
15197,2023-03-12,Job Loss,50469.68
15199,2023-02-22,Job Loss,33026.75
15201,2023-01-13,Job Loss,60160.48
15202,2023-05-20,Fraud,33659.52
15207,2023-06-30,Job Loss,52174.36
15212,2023-07-16,Fraud,49697.92
15214,2023-04-03,Job Loss,59361.68
15221,2023-06-28,Bankruptcy,17363.95
15222,2023-05-01,Job Loss,27590.82
15223,2023-03-22,Missed Payments,48991.8
15225,2023-07-07,Fraud,24921.42
15229,2023-01-12,Missed Payments,44038.53
15230,2023-02-13,Job Loss,33258.97
15235,2023-10-16,Bankruptcy,44170.22
15236,2023-02-09,Missed Payments,57847.17
15243,2023-09-02,Missed Payments,30960.88
15245,2023-01-09,Job Loss,20095.11
15247,2023-09-02,Fraud,62787.5
15259,2023-06-12,Job Loss,38373.6
15265,2023-12-02,Fraud,8609.19
15266,2023-05-29,Missed Payments,10353.52
15268,2023-07-08,Job Loss,21221.47
15270,2023-09-11,Job Loss,8304.85
15272,2023-02-16,Fraud,59403.5
15275,2023-02-15,Bankruptcy,50578.73
15276,2023-07-27,Fraud,52189.22
15277,2023-06-21,Missed Payments,8009.08
15283,2023-01-16,Bankruptcy,54751.37
15288,2023-11-04,Fraud,32841.04
15289,2023-04-07,Job Loss,56234.26
15291,2023-04-30,Fraud,58038.81
15299,2023-10-27,Bankruptcy,48858.46
15302,2023-07-07,Fraud,25205.78
15304,2023-09-28,Bankruptcy,25091.2
15306,2023-05-03,Missed Payments,10145.38
15307,2023-01-19,Bankruptcy,54524.85
15309,2023-01-13,Job Loss,34954.11
15311,2023-11-23,Bankruptcy,24859.76
15312,2023-08-18,Bankruptcy,63281.89
15321,2023-10-03,Job Loss,69498.95
15324,2023-10-07,Job Loss,17477.8
15326,2023-07-01,Missed Payments,37426.88
15328,2023-09-22,Fraud,25282.55
15329,2023-04-17,Bankruptcy,53193.01
15330,2023-09-19,Fraud,57622.68
15332,2023-11-30,Bankruptcy,48811.46
15333,2023-05-21,Fraud,23667.17
15337,2023-03-23,Fraud,20660.66
15339,2023-12-14,Job Loss,45884.88
15340,2023-05-02,Bankruptcy,49671.34
15341,2023-07-02,Missed Payments,4703.1
15342,2023-04-21,Bankruptcy,69658.67
15343,2023-06-09,Missed Payments,11466.87
15346,2023-11-16,Bankruptcy,67958.8
15348,2023-06-10,Job Loss,20992.95
15349,2023-06-09,Fraud,55654.12
15356,2023-05-17,Job Loss,9115.93
15359,2023-09-24,Job Loss,67099.77
15360,2023-07-12,Missed Payments,1880.71
15361,2023-03-17,Missed Payments,3723.07
15362,2023-05-22,Job Loss,20952.9
15363,2023-10-31,Bankruptcy,67610.44
15367,2023-07-14,Missed Payments,23933.82
15371,2023-03-14,Job Loss,1080.54
15372,2023-08-12,Missed Payments,25954.89
15374,2023-07-26,Bankruptcy,24929.95
15377,2023-08-19,Bankruptcy,31543.61
15379,2023-08-10,Bankruptcy,69642.84
15380,2023-08-09,Bankruptcy,63179.34
15381,2023-05-27,Missed Payments,34895.29
15384,2023-02-09,Job Loss,65723.3
15386,2023-11-04,Bankruptcy,34321.94
15387,2023-11-25,Job Loss,19120.03
15390,2023-03-03,Bankruptcy,48733.81
15395,2023-10-17,Fraud,8380.79
15397,2023-08-23,Bankruptcy,35348.5
15403,2023-05-23,Fraud,40181.23
15405,2023-03-09,Job Loss,38859.89
15408,2023-05-29,Missed Payments,27100.13
15416,2023-04-27,Fraud,28585.05
15417,2023-12-26,Bankruptcy,65531.0
15418,2023-01-15,Bankruptcy,34754.33
15420,2023-04-18,Job Loss,30255.06
15422,2023-07-25,Fraud,52731.01
15427,2023-12-27,Bankruptcy,12127.75
15428,2023-06-25,Fraud,21645.38
15429,2023-11-21,Missed Payments,59335.33
15430,2023-05-29,Bankruptcy,61616.68
15432,2023-12-22,Job Loss,47366.42
15433,2023-12-25,Missed Payments,13476.65
15435,2023-05-24,Fraud,53054.62
15436,2023-09-04,Missed Payments,13236.27
15438,2023-02-25,Job Loss,26445.09
15439,2023-07-04,Bankruptcy,63534.38
15449,2023-02-20,Missed Payments,24681.65
15450,2023-09-17,Missed Payments,58729.88
15454,2023-08-27,Missed Payments,17324.96
15455,2023-03-09,Missed Payments,28284.02
15456,2023-08-20,Bankruptcy,26104.49
15458,2023-06-09,Job Loss,3868.38
15462,2023-08-11,Job Loss,51852.56
15464,2023-09-04,Job Loss,65415.59
15469,2023-12-08,Fraud,4233.16
15472,2023-08-15,Fraud,45719.1
15473,2023-03-20,Missed Payments,34012.27
15474,2023-05-16,Bankruptcy,15167.31
15481,2023-03-14,Missed Payments,61088.29
15482,2023-07-12,Job Loss,52408.77
15483,2023-12-15,Bankruptcy,52073.89
15484,2023-04-30,Missed Payments,16509.94
15488,2023-04-13,Fraud,56958.22
15490,2023-07-11,Job Loss,13300.26
15492,2023-03-13,Job Loss,27406.47
15497,2023-03-15,Bankruptcy,17777.34
15501,2023-08-22,Fraud,12750.75
15503,2023-11-01,Fraud,31229.58
15507,2023-05-09,Fraud,47393.94
15508,2023-08-20,Fraud,19331.96
15509,2023-03-04,Fraud,66179.05
15515,2023-10-14,Job Loss,66417.59
15516,2023-12-15,Bankruptcy,40671.5
15517,2023-06-07,Fraud,49318.49
15524,2023-08-06,Fraud,1183.45
15526,2023-03-08,Job Loss,8826.65
15527,2023-04-04,Missed Payments,3530.25
15529,2023-02-18,Missed Payments,51022.1
15532,2023-05-29,Fraud,43227.46
15533,2023-03-08,Job Loss,40132.08
15534,2023-09-13,Missed Payments,5975.44
15543,2023-03-20,Job Loss,62479.1
15547,2023-08-20,Bankruptcy,7198.46
15549,2023-02-23,Missed Payments,9562.94
15552,2023-08-09,Fraud,14669.59
15556,2023-10-01,Missed Payments,36195.97
15557,2023-08-11,Job Loss,64552.44
15559,2023-07-25,Job Loss,2960.92
15561,2023-09-21,Missed Payments,27423.78
15564,2023-09-22,Bankruptcy,14663.58
15566,2023-10-23,Missed Payments,54663.35
15568,2023-06-20,Missed Payments,68298.5
15569,2023-08-05,Missed Payments,62272.81
15570,2023-09-15,Missed Payments,19408.95
15574,2023-12-30,Fraud,51555.85
15576,2023-01-14,Missed Payments,33911.07
15581,2023-03-12,Fraud,37946.63
15582,2023-07-02,Missed Payments,58568.07
15585,2023-01-01,Fraud,35407.53
15588,2023-12-14,Fraud,5368.68
15590,2023-08-18,Bankruptcy,37862.94
15593,2023-08-13,Bankruptcy,37805.76
15597,2023-04-05,Job Loss,6900.88
15598,2023-09-30,Missed Payments,58440.44
15601,2023-12-03,Fraud,68476.49
15603,2023-05-16,Missed Payments,68308.75
15604,2023-06-12,Bankruptcy,42260.04
15610,2023-08-10,Job Loss,66148.49
15615,2023-07-20,Bankruptcy,48818.92
15622,2023-04-05,Missed Payments,7468.09
15623,2023-07-12,Job Loss,33905.67
15624,2023-07-04,Fraud,47336.33
15628,2023-10-18,Bankruptcy,40138.07
15629,2023-04-19,Fraud,21408.8
15634,2023-06-15,Fraud,32222.78
15635,2023-09-22,Bankruptcy,2898.12
15636,2023-11-01,Job Loss,32613.45
15637,2023-03-25,Bankruptcy,68590.77
15638,2023-04-17,Bankruptcy,56322.72
15645,2023-06-04,Fraud,29634.89
15647,2023-10-14,Bankruptcy,8596.58
15653,2023-05-22,Fraud,50337.78
15654,2023-05-25,Fraud,39382.16
15655,2023-08-19,Bankruptcy,23229.5
15656,2023-09-06,Fraud,13223.91
15658,2023-10-15,Fraud,65211.34
15661,2023-08-08,Missed Payments,7320.22
15672,2023-07-14,Missed Payments,50267.8
15675,2023-07-11,Bankruptcy,29633.42
15678,2023-04-05,Fraud,59626.07
15681,2023-08-09,Bankruptcy,28938.4
15683,2023-12-03,Job Loss,33029.59
15688,2023-08-27,Bankruptcy,28423.15
15694,2023-09-23,Missed Payments,13324.2
15699,2023-11-09,Bankruptcy,34720.01
15700,2023-09-29,Fraud,45791.91
15702,2023-05-25,Fraud,25786.9
15703,2023-08-07,Missed Payments,42446.87
15706,2023-03-27,Job Loss,31059.87
15710,2023-09-17,Job Loss,60809.23
15711,2023-05-18,Job Loss,52583.75
15712,2023-12-21,Bankruptcy,3384.9
15719,2023-08-28,Job Loss,48686.88
15721,2023-03-22,Missed Payments,50115.26
15722,2023-11-07,Job Loss,3987.0
15723,2023-11-15,Job Loss,30908.34
15727,2023-08-18,Job Loss,23031.26
15728,2023-01-07,Job Loss,12143.08
15729,2023-08-22,Missed Payments,51409.44
15737,2023-10-31,Job Loss,40678.23
15740,2023-04-28,Missed Payments,34880.77
15742,2023-11-13,Job Loss,42582.17
15747,2023-04-21,Missed Payments,16024.31
15750,2023-04-05,Job Loss,67646.16
15752,2023-04-02,Fraud,69099.06
15756,2023-08-06,Bankruptcy,49710.23
15758,2023-04-07,Missed Payments,43768.21
15760,2023-04-02,Fraud,41701.21
15761,2023-06-29,Missed Payments,23096.89
15762,2023-11-11,Bankruptcy,47555.3
15766,2023-11-04,Bankruptcy,31892.69
15768,2023-12-27,Missed Payments,52139.76
15771,2023-10-20,Job Loss,40130.52
15775,2023-07-03,Bankruptcy,59484.61
15780,2023-06-12,Job Loss,40919.33
15781,2023-07-27,Missed Payments,44135.09
15782,2023-08-29,Bankruptcy,4000.21
15783,2023-05-21,Missed Payments,47850.17
15787,2023-10-29,Missed Payments,22593.53
15795,2023-08-07,Missed Payments,67094.49
15798,2023-03-24,Missed Payments,4128.1
15800,2023-03-17,Bankruptcy,39382.87
15802,2023-03-02,Bankruptcy,25244.93
15804,2023-01-30,Missed Payments,26173.66
15808,2023-10-04,Missed Payments,9581.67
15809,2023-08-08,Job Loss,51875.49
15812,2023-09-20,Fraud,10660.52
15813,2023-12-26,Missed Payments,11481.64
15814,2023-12-13,Missed Payments,33434.27
15818,2023-12-30,Fraud,12077.48
15819,2023-02-20,Bankruptcy,7743.89
15820,2023-04-02,Bankruptcy,28262.29
15821,2023-03-10,Fraud,46570.09
15825,2023-10-30,Bankruptcy,37538.93
15827,2023-05-21,Fraud,56646.36
15829,2023-07-17,Job Loss,46393.35
15830,2023-07-15,Job Loss,36612.11
15832,2023-07-14,Fraud,57440.56
15840,2023-12-13,Fraud,4435.22
15842,2023-10-05,Missed Payments,21859.89
15844,2023-03-28,Bankruptcy,51654.06
15846,2023-02-08,Fraud,65303.49
15851,2023-01-16,Fraud,46536.53
15852,2023-07-08,Missed Payments,5146.24
15858,2023-06-24,Missed Payments,8473.52
15859,2023-07-16,Missed Payments,27221.53
15861,2023-10-27,Bankruptcy,39726.36
15864,2023-09-19,Fraud,22966.23
15866,2023-02-03,Missed Payments,16969.14
15868,2023-09-29,Job Loss,27013.53
15870,2023-04-07,Job Loss,24814.75
15877,2023-03-21,Job Loss,14331.63
15878,2023-10-30,Job Loss,62540.61
15879,2023-09-23,Bankruptcy,16344.48
15881,2023-09-25,Fraud,11421.49
15885,2023-09-11,Bankruptcy,30614.9
15888,2023-03-27,Bankruptcy,48344.31
15889,2023-04-16,Missed Payments,27943.49
15890,2023-11-20,Job Loss,59138.23
15893,2023-08-16,Missed Payments,21820.69
15894,2023-10-26,Job Loss,10914.78
15896,2023-10-10,Fraud,14963.82
15899,2023-02-22,Job Loss,21759.87
15901,2023-01-25,Job Loss,33752.11
15902,2023-02-04,Bankruptcy,55663.23
15906,2023-04-30,Job Loss,5805.06
15907,2023-04-25,Bankruptcy,48506.44
15909,2023-09-09,Missed Payments,57520.77
15910,2023-04-30,Job Loss,18362.42
15911,2023-04-08,Bankruptcy,46339.93
15914,2023-10-14,Missed Payments,65560.0
15920,2023-09-14,Bankruptcy,53147.63
15923,2023-02-07,Bankruptcy,36896.52
15925,2023-09-05,Fraud,1787.28
15927,2023-06-16,Bankruptcy,69746.92
15932,2023-08-08,Bankruptcy,21779.42
15933,2023-11-02,Missed Payments,42783.94
15934,2023-07-24,Job Loss,37652.61
15935,2023-02-16,Fraud,65190.0
15943,2023-03-09,Missed Payments,38417.85
15946,2023-09-29,Missed Payments,66335.83
15948,2023-07-24,Bankruptcy,67995.7
15949,2023-07-09,Job Loss,66867.52
15950,2023-05-20,Job Loss,7915.05
15957,2023-05-10,Missed Payments,6280.18
15959,2023-11-18,Missed Payments,54794.57
15963,2023-10-09,Missed Payments,62746.06
15964,2023-07-23,Missed Payments,26093.91
15965,2023-04-30,Fraud,28304.4
15968,2023-11-13,Missed Payments,1006.52
15970,2023-11-12,Bankruptcy,14370.56
15972,2023-05-04,Bankruptcy,16039.29
15974,2023-11-04,Job Loss,51073.03
15975,2023-05-15,Fraud,13535.81
15978,2023-01-05,Fraud,51587.71
15981,2023-01-02,Bankruptcy,39827.22
15983,2023-11-12,Missed Payments,24732.71
15985,2023-06-14,Fraud,24838.72
15988,2023-12-23,Missed Payments,11102.15
15990,2023-09-01,Job Loss,44505.63
15991,2023-11-21,Missed Payments,57553.59
15992,2023-07-07,Bankruptcy,69286.0
15993,2023-08-16,Fraud,9586.6
15994,2023-01-29,Job Loss,58479.07
15998,2023-02-14,Missed Payments,21566.11
16000,2023-04-30,Job Loss,24428.81
16001,2023-08-19,Missed Payments,16914.41
16003,2023-03-26,Missed Payments,49855.7
16006,2023-07-19,Fraud,50365.16
16008,2023-09-23,Fraud,32104.76
16012,2023-11-14,Job Loss,24088.77
16014,2023-08-02,Missed Payments,14341.6
16015,2023-06-02,Fraud,66899.95
16016,2023-02-16,Bankruptcy,32220.29
16017,2023-04-30,Fraud,4785.07
16018,2023-07-10,Fraud,66003.0
16019,2023-05-07,Bankruptcy,45594.36
16020,2023-03-23,Job Loss,12690.87
16021,2023-04-30,Missed Payments,23515.05
16024,2023-09-29,Bankruptcy,26232.5
